"","Title","Authors","Corporate.Authors","Editors","Book.Editors","Source.Title","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Beginning.Page","Ending.Page","Article.Number","DOI","Conference.Title","Conference.Date","Total.Citations","Average.per.Year","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X","X.1"
"88","Examining Perceptions of the Impact of Child and Family Services Reviews on Training: Reports from State Training Administrators","Amodeo, Maryann; Bratiotis, Christiana; Collins, Mary Elizabeth","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2009",2009,33,"4",NA,"","","423","438","PII 915327832","10.1080/03643100903173032","","",1,0.14,0,0,0,0,0,0,0,0,0,0,NA,NA
"89","Delivering Welfare-to-Work Services in County Social Service Organizations: An Exploratory Study of Staff Perspectives","Austin, Michael J.; Johnson, Michelle A.; Chow, Julian Chun-Chung; De Marco, Allison; Ketch, Virginia","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","JAN-MAR 2009",2009,33,"1",NA,"","","105","126","","10.1080/03643100802508668","","",1,0.14,0,0,0,0,0,0,0,1,0,0,NA,NA
"90","Standardizing Practice at a Victim Services Organization: A Case Analysis Illustrating the Role of Evaluation","Larsen, Mandi; Tax, Corey; Botuck, Shelly","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2009",2009,33,"4",NA,"","","439","449","PII 915326171","10.1080/03643100903173040","","",1,0.14,0,0,0,0,0,0,0,0,1,0,NA,NA
"91","Proactively Managing for Outcomes in Statutory Child ProtectionThe Development of a Management Model","Wilson, Sandy","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2009",2009,33,"2",NA,"","","136","150","PII 909801132","10.1080/03643100902768816","","",1,0.14,0,0,0,0,0,0,1,0,0,0,NA,NA
"92","Evaluation of problem-based learning as a method for teaching social work administration: A content analysis","Hartsell, Bruce D.; Parker, Aubrey J.","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2008",2008,32,"3",NA,"","","44","62","","10.1080/03643100801922456","","",1,0.12,0,0,0,0,0,0,0,0,0,1,NA,NA
"93","The Art of Social Work and the ADA's Essential Functions Provision: Challenges and Recommendations","O'Brien, Gerald V.; Leneave, Jana","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2008",2008,32,"4",NA,"","","87","99","","10.1080/03643100802293857","","",1,0.12,0,0,0,0,0,0,1,0,0,0,NA,NA
"94","Management in local governments: An evolving landscape","Reilly, Thom","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2007",2007,31,"2",NA,"","","49","66","","10.1300/J147v31n02_04","","",1,0.11,0,0,0,0,0,0,0,0,0,1,NA,NA
"95","Status of women in Texas state government: Organizational variables","Williams, Martha S.; Gray, William L.","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2007",2007,31,"1",NA,"","","5","25","","10.1300/J147v31n01_02","","",1,0.11,0,0,0,0,1,0,0,0,0,0,NA,NA
"96","Applying Hierarchical Linear Modeling (HLM) to Social Work Administration Research","Kim, Tae Kuen; Solomon, Phyllis; Zurlo, Karen A.","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2009",2009,33,"3",NA,"","","262","277","PII 912962117","10.1080/03643100902987739","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"97","A process evaluation of collaborative planning for children of prisoners","Abram, Faye Y.; Linhorst, Donald","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2008",2008,32,"1",NA,"","","39","54","","10.1300/J147v32n01_04","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"98","The influence of social indicators data on decision making in regard to children's well-being","Ben-Arieh, Asher","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2008",2008,32,"1",NA,"","","23","38","","10.1300/J147v32n01_03","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"99","Racial diversity on ACORN's organizing staff, 1970-2003","Brooks, Fred","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2007",2007,31,"1",NA,"","","27","48","","10.1300/J147v31n01_03","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"100","Helping informal caregivers with responsive communication in the adult day care center","Cheung, Chau-kiu; Ngan, Raymond Man-hung","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2007",2007,31,"2",NA,"","","27","48","","10.1300/J147v31n02_03","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"101","Conflict management behaviors of welfare practitioners in individualist and collectivist culture","Wan, Ho Kit","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2007",2007,31,"1",NA,"","","49","65","","10.1300/J147v31n01_04","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"102","Evaluating program outcomes as event histories","Unrau, YA; Coleman, H","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2006",2006,30,"1",NA,"","","45","65","","10.1300/J147v30n01_04","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"103","Managing process innovations in welfare reform technology","Poole, DL; Ferguson, M; Schwab, AJ","",NA,NA,"ADMINISTRATION IN SOCIAL WORK","2005",2005,29,"1",NA,"","","101","116","","10.1300/J147v29n01_07","","",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"104","The Time- and Context-Contingent Nature of Intersectionality and Interlocking Oppressions","Hulko, Wendy","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FEB 2009",2009,24,"1",NA,"","","44","55","","10.1177/0886109908326814","","",30,4.29,0,0,0,0,2,2,8,4,2,5,NA,NA
"105","The nature and impact of domestic violence across age cohorts","Wilke, DJ; Vinton, L","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2005",2005,20,"3",NA,"","","316","328","","10.1177/0886109905277751","","",23,2.09,0,2,2,1,4,3,2,2,4,2,NA,NA
"106","The international sexual trafficking of women and children - A review of the literature","Hodge, David R.; Lietz, Cynthia A.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2007",2007,22,"2",NA,"","","163","174","","10.1177/0886109907299055","","",21,2.33,0,0,0,2,1,0,3,3,5,5,NA,NA
"107","Economic education for battered women - An evaluation of outcomes","Sanders, Cynthia K.; Weaver, Terri L.; Schnabel, Meg","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2007",2007,22,"3",NA,"","","240","254","","10.1177/0886109907302261","","",18,2,0,0,0,0,1,2,1,2,1,5,NA,NA
"108","How child protection workers support or further victimize battered mothers","Johnson, Susan P.; Sullivan, Cris M.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2008",2008,23,"3",NA,"","","242","258","","10.1177/0886109908319113","","",17,2.12,0,0,0,0,0,3,4,2,4,4,NA,NA
"109","Gender-specific services in the juvenile justice system: A critical examination","Goodkind, S","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2005",2005,20,"1",NA,"","","52","70","","10.1177/0886109904272061","","",17,1.55,0,0,1,4,2,2,2,3,1,2,NA,NA
"110","Intimate partner violence and the workplace - Consequences and disclosure","Swanberg, Jennifer E.; Macke, Caroline","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2006",2006,21,"4",NA,"","","391","406","","10.1177/0886109906292133","","",15,1.5,0,0,2,1,0,2,1,2,3,1,NA,NA
"111","Mothering under difficult circumstances - Challenges to working with battered women","Krane, Julia; Davies, Linda","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2007",2007,22,"1",NA,"","","23","38","","10.1177/0886109906295758","","",13,1.44,0,0,0,1,1,5,2,0,0,3,NA,NA
"112","She was family - Women of color and animal-human connections","Risley-Curtiss, Christina; Holley, Lynn C.; Cruickshank, Tracy; Porcelli, Jill; Rhoads, Clare; Bacchus, Denise N. A.; Nyakoe, Soma; Murphy, Sharon B.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2006",2006,21,"4",NA,"","","433","447","","10.1177/0886109906292314","","",13,1.3,0,0,1,0,4,2,1,1,2,1,NA,NA
"113","Contradictory tensions in anti-oppression practice in feminist social services","Barnoff, Lisa; Moffatt, Ken","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2007",2007,22,"1",NA,"","","56","70","","10.1177/0886109906295772","","",11,1.22,0,0,0,0,1,5,2,0,2,0,NA,NA
"114","Adult daughters of battered women - Resistance and resilience in the face of danger","Anderson, Kim M.; Danis, Fran S.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2006",2006,21,"4",NA,"","","419","432","","10.1177/0886109906292130","","",11,1.1,0,0,1,0,0,2,3,1,1,1,NA,NA
"115","Feminists in Social Work Where Have All the Leaders Gone?","Lazzari, Marceline M.; Colarossi, Lisa; Collins, Kathryn S.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","NOV 2009",2009,24,"4",NA,"","","348","359","","10.1177/0886109909343552","","",10,1.43,0,0,0,0,0,1,2,1,2,1,NA,NA
"116","Battered Women, Children, and the End of Abusive Relationships","Moe, Angela M.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","AUG 2009",2009,24,"3",NA,"","","244","256","","10.1177/0886109909337374","","",10,1.43,0,0,0,0,0,0,2,3,1,2,NA,NA
"117","Trying to Eat Healthy A Photovoice Study About Women's Access to Healthy Food in New York City","Valera, Pamela; Gallin, Jill; Schuk, Dawn; Davis, Nakisha","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","AUG 2009",2009,24,"3",NA,"","","300","314","","10.1177/0886109909337378","","",10,1.43,0,0,0,0,0,1,2,1,3,2,NA,NA
"118","Perceived Caregiver Burden in India Implications for Social Services","Gupta, Rashmi; Rowe, Nancy; Pillai, Vijayan K.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FEB 2009",2009,24,"1",NA,"","","69","79","","10.1177/0886109908326998","","",10,1.43,0,0,0,0,1,1,2,2,1,2,NA,NA
"119","Understanding community-specific rape myths - Exploring student athlete culture","McMahon, Sarah","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2007",2007,22,"4",NA,"","","357","370","","10.1177/0886109907306331","","",10,1.11,0,0,0,0,0,2,4,1,1,0,NA,NA
"120","Ending sex trafficking of children in Atlanta (Reprinted from The Link, vol 3, 2005)","Boxill, Nancy A.; Richardson, Deborah J.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2007",2007,22,"2",NA,"","","138","149","","10.1177/0886109907299054","","",9,1,0,0,0,0,0,1,0,1,2,3,NA,NA
"121","Sin papeles - Undocumented Mexicanas in the rural United States","Hancock, Tina U.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2007",2007,22,"2",NA,"","","175","184","","10.1177/0886109906299048","","",9,1,0,0,0,1,0,2,1,3,1,0,NA,NA
"122","Adolescent Latinas adaptive functioning and sense of well-being","Turner, Sandra G.; Kaplan, Carol P.; Badger, Lee W.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2006",2006,21,"3",NA,"","","272","281","","10.1177/088109906288909","","",9,0.9,0,0,0,0,2,2,1,2,2,0,NA,NA
"123","Culturally competent feminist social work - Listening to diverse people","Gentlewarrior, Sabrina; Martin-Jearld, Anna; Skok, Alyson; Sweetser, Katelyn","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2008",2008,23,"3",NA,"","","210","222","","10.1177/0886109908319117","","",8,1,0,0,0,0,0,2,1,1,1,2,NA,NA
"124","Taking child abuse and mothering into account - Intersectional feminism as an alternative for the study of domestic violence","Damant, Dominique; Lapierre, Simon; Kouraga, Anne; Fortin, Andree; Hamelin-Brabant, Louise; Lavergne, Chantal; Lessard, Genevieve","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2008",2008,23,"2",NA,"","","123","133","","10.1177/0886109908314321","","",8,1,0,0,0,0,1,1,3,0,2,1,NA,NA
"125","Eugenics, Degenerate Girls, and social workers during the Progressive Era","Kennedy, Angie C.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FEB 2008",2008,23,"1",NA,"","","22","37","","10.1177/0886109907310473","","",8,1,0,0,0,0,0,2,0,2,3,0,NA,NA
"126","Spiritual and religious abuse - Expanding what is known about domestic violence","Bent-Goodley, Tricia B.; Fowler, Dawnovise N.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2006",2006,21,"3",NA,"","","282","295","","10.1177/0886109906288901","","",8,0.8,0,0,1,1,1,0,1,1,1,1,NA,NA
"127","Afghan women in exile and repatriation - Passive victims or social actors?","Ross-Sheriff, F","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2006",2006,21,"2",NA,"","","206","219","","10.1177/0886109905285782","","",8,0.8,0,0,1,1,3,0,2,0,1,0,NA,NA
"128","Acculturation and the mental health of Latina women in the Women, Infant, and Children Program","Cordero, A; Kurz, B","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2006",2006,21,"1",NA,"","","46","58","","10.1177/0886109905283133","","",8,0.8,0,0,0,2,1,0,2,1,0,2,NA,NA
"129","Survivors' opinions about mandatory reporting of domestic violence and sexual assault by medical professionals","Sullivan, CM; Hagen, LA","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2005",2005,20,"3",NA,"","","346","361","","10.1177/0886109905277611","","",8,0.73,0,0,0,0,0,0,3,2,0,2,NA,NA
"130","Stillbirth - A sociopolitical issue","Cacciatore, Joanne; Bushfield, Suzanne","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","NOV 2008",2008,23,"4",NA,"","","378","387","","10.1177/0886109908323972","","",7,0.88,0,0,0,0,1,0,2,2,0,1,NA,NA
"131","Are girls really becoming more violent? A critical analysis","Luke, Katherine P.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FEB 2008",2008,23,"1",NA,"","","38","50","","10.1177/0886109907310461","","",7,0.88,0,0,0,0,1,0,0,1,3,1,NA,NA
"132","The complexities of the religious response to domestic violence - Implications for faith-based initiatives","Pyles, Loretta","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2007",2007,22,"3",NA,"","","281","291","","10.1177/0886109907302271","","",7,0.78,0,0,0,0,0,0,3,0,0,3,NA,NA
"133","Rape as a tactic of war - Social and psychological perspectives","Milillo, D","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2006",2006,21,"2",NA,"","","196","205","","10.1177/0886109905285822","","",7,0.7,0,0,0,0,1,0,2,0,3,1,NA,NA
"134","On the battleground of women's bodies - Mass rape in Bosnia-Herzegovina","Snyder, CS; Gabbard, WJ; May, JD; Zulcic, N","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2006",2006,21,"2",NA,"","","184","195","","10.1177/0886109905286017","","",7,0.7,0,0,0,0,2,1,4,0,0,0,NA,NA
"135","Maggie Lena Walker and African American community development","Schiele, JH; Jackson, MS; Fairfax, CN","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2005",2005,20,"1",NA,"","","21","38","","10.1177/0886109904272012","","",7,0.64,0,0,0,0,1,1,1,1,2,1,NA,NA
"136","Making Gender Visible Social Work Responses to Homelessness","Zufferey, Carole","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","NOV 2009",2009,24,"4",NA,"","","382","393","","10.1177/0886109909343559","","",6,0.86,0,0,0,0,0,0,1,1,0,1,NA,NA
"137","Gender differences in depression - A theoretical examination of power","Chonody, Jill M.; Siebert, Darcy Clay","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","NOV 2008",2008,23,"4",NA,"","","338","348","","10.1177/0886109908323971","","",6,0.75,0,0,0,0,0,1,0,2,1,2,NA,NA
"138","Lessons in resilience - Undocumented Mexican women in South Carolina","Campbell, Wendy Sellers","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2008",2008,23,"3",NA,"","","231","241","","10.1177/0886109908319172","","",6,0.75,0,0,0,0,0,3,1,2,0,0,NA,NA
"139","A Black woman's journey into a predominately White academic world","Carter-Black, Jan","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2008",2008,23,"2",NA,"","","112","122","","10.1177/0886109908314327","","",6,0.75,0,0,0,0,2,1,0,1,0,1,NA,NA
"140","Depression in African American women - Application of a psychosocial competence practice framework","Jones, Lani V.; Ford, Briggett","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2008",2008,23,"2",NA,"","","134","143","","10.1177/0886109908314324","","",6,0.75,0,0,0,0,1,1,0,1,1,0,NA,NA
"141","Gender, distress, and coping in response to terrorism","Sever, Ilana; Somer, Eli; Ruvio, Ayalla; Soref, Erez","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SUM 2008",2008,23,"2",NA,"","","156","166","","10.1177/0886109908314317","","",6,0.75,0,0,0,0,1,1,1,0,0,1,NA,NA
"142","Young adolescent boys and dating violence - The beginning of patriarchal terrorism?","Prospero, Moises","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","FAL 2007",2007,22,"3",NA,"","","271","280","","10.1177/0886109907302259","","",6,0.67,0,0,0,0,1,2,1,0,0,1,NA,NA
"143","Romance narrative, feminine ideals, and developmental detours for young mothers","Kulkarni, Shanti","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2007",2007,22,"1",NA,"","","9","22","","10.1177/0886109906295765","","",6,0.67,0,0,0,0,1,0,1,2,1,1,NA,NA
"144","Women and men with mental illnesses - Voicing different service needs","Scheyett, Anna M.; McCarthy, Enin","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2006",2006,21,"4",NA,"","","407","418","","10.1177/0886109906292114","","",6,0.6,0,0,0,0,0,1,1,3,0,1,NA,NA
"145","Empowering the unfit mother - Increasing empathy, redefining the label","Smith, Nora A.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2006",2006,21,"4",NA,"","","448","457","","10.1177/0886109906292110","","",6,0.6,0,0,0,0,1,0,1,0,2,1,NA,NA
"146","Our ideal girl Prescriptions of female adolescent sexuality in a feminist Mentorship program","Bay-Cheng, LY; Lewis, AE","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2006",2006,21,"1",NA,"","","71","83","","10.1177/0886109905283137","","",6,0.6,0,0,0,2,1,0,1,1,0,0,NA,NA
"147","Women, abuse, and the welfare bureacracy","Laakso, JH; Drevdahl, DJ","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2006",2006,21,"1",NA,"","","84","96","","10.1177/0886109905283135","","",6,0.6,0,0,2,1,0,0,0,2,0,0,NA,NA
"148","A narrative principle for feminist social work with survivors of male violence","Roche, SE; Wood, GG","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2005",2005,20,"4",NA,"","","465","475","","10.1177/0886109905279960","","",6,0.55,0,0,0,0,0,4,1,0,0,1,NA,NA
"149","The era of meanness: Welfare reform and barriers to a college degree","Weikart, LA","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","WIN 2005",2005,20,"4",NA,"","","416","433","","10.1177/0886109905279802","","",6,0.55,0,0,1,0,2,1,0,0,1,1,NA,NA
"150","Progress for women faculty in social work academia","Di Palma, S","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","SPR 2005",2005,20,"1",NA,"","","71","86","","10.1177/0886109904272062","","",6,0.55,0,1,0,3,1,0,0,0,0,0,NA,NA
"151","Social Capital and Employment South Asian Women's Experiences","George, Usha; Chaze, Ferzana","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","NOV 2009",2009,24,"4",NA,"","","394","405","","10.1177/0886109909343570","","",5,0.71,0,0,0,0,0,0,0,0,2,1,NA,NA
"152","Responding to the Complex and Gendered Needs of Refugee Women","Deacon, Zermarie; Sullivan, Cris","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","AUG 2009",2009,24,"3",NA,"","","272","284","","10.1177/0886109909337401","","",5,0.71,0,0,0,0,0,1,0,0,2,0,NA,NA
"153","Fear, Trust, and Negotiating Safety HIV Risks for Black Female Defendants","Epperson, Matthew W.; Platais, Ingrida; Valera, Pamela; Barbieri, Raye; Gilbert, Louisa; El-Bassel, Nabila","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","AUG 2009",2009,24,"3",NA,"","","257","271","","10.1177/0886109909337377","","",5,0.71,0,0,0,0,0,1,1,2,0,0,NA,NA
"154","My Ever Dear Social Work's Lesbian Foremothers-A Call for Scholarship","Fredriksen-Goldsen, Karen I.; Lindhorst, Taryn; Kemp, Susan P.; Walters, Karina L.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","AUG 2009",2009,24,"3",NA,"","","325","336","","10.1177/0886109909337707","","",5,0.71,0,0,0,0,0,2,0,2,0,1,NA,NA
"155","The Role of Sexual and Reproductive Rights in Social Work Practice","Alzate, Monica M.","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","MAY 2009",2009,24,"2",NA,"","","108","119","","10.1177/0886109909331695","","",5,0.71,0,0,0,0,0,0,0,0,1,1,NA,NA
"156","Hispanic Immigrant Women Talk About Family Planning","Sable, Marjorie R.; Havig, Kirsten; Schwartz, Lisa R.; Shaw, Andrea","",NA,NA,"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","MAY 2009",2009,24,"2",NA,"","","137","151","","10.1177/0886109909331693","","",5,0.71,0,0,0,0,0,0,0,3,0,1,NA,NA
